Authors,Title,Year,Source title,Cited by
"IceCube Collaboration, Ackermann M., Adams J., Aguilar J.A., Ahlers M., Ahrens M., Al Samarai I., Altmann D., Andeen K., Anderson T., Ansseau I., Anton G., Argüelles C., Auffenberg J., Axani S., Bagherpour H., Bai X., Barron J.P., Barwick S.W., Baum V., Bay R., Beatty J.J., Becker Tjus J., Becker K.-H., Benzvi S., Berley D., Bernardini E., Besson D.Z., Binder G., Bindig D., Blaufuss E., Blot S., Bohm C., Börner M., Bos F., Böser S., Botner O., Bourbeau E., Bourbeau J., Bradascio F., Braun J., Brenzke M., Bretz H.-P., Bron S., Brostean-Kaiser J., Burgman A., Busse R.S., Carver T., Cheung E., Chirkin D., Christov A., Clark K., Classen L., Coenders S., Collin G.H., Conrad J.M., Coppin P., Correa P., Cowen D.F., Cross R., Dave P., Day M., de André J.P.A.M., De Clercq C., Delaunay J.J., Dembinski H., De Ridder S., Desiati P., de Vries K.D., de Wasseige G., de With M., Deyoung T., Díaz-Vélez J.C., Di Lorenzo V., Dujmovic H., Dumm J.P., Dunkman M., Dvorak E., Eberhardt B., Ehrhardt T., Eichmann B., Eller P., Evenson P.A., Fahey S., Fazely A.R., Felde J., Filimonov K., Finley C., Flis S., Franckowiak A., Friedman E., Fritz A., Gaisser T.K., Gallagher J., Gerhardt L., Ghorbani K., Glauch T., Glüsenkamp T., Goldschmidt A., Gonzalez J.G., Grant D., Griffith Z., Haack C., Hallgren A., Halzen F., Hanson K., Hebecker D., Heereman D., Helbing K., Hellauer R., Hickford S., Hignight J., Hill G.C., Hoffman K.D., Hoffmann R., Hoinka T., Hokanson-Fasig B., Hoshina K., Huang F., Huber M., Hultqvist K., Hünnefeld M., Hussain R., In S., Iovine N., Ishihara A., Jacobi E., Japaridze G.S., Jeong M., Jero K., Jones B.J.P., Kalaczynski P., Kang W., Kappes A., Kappesser D., Karg T., Karle A., Katz U., Kauer M., Keivani A., Kelley J.L., Kheirandish A., Kim J., Kim M., Kintscher T., Kiryluk J., Kittler T., Klein S.R., Koirala R., Kolanoski H., Köpke L., Kopper C., Kopper S., Koschinsky J.P., Koskinen D.J., Kowalski M., Krings K., Kroll M., Krückl G., Kunwar S., Kurahashi N., Kuwabara T., Kyriacou A., Labare M., Lanfranchi J.L., Larson M.J., Lauber F., Leonard K., Lesiak-Bzdak M., Leuermann M., Liu Q.R., Lozano Mariscal C.J., Lu L., Lünemann J., Luszczak W., Madsen J., Maggi G., Mahn K.B.M., Mancina S., Maruyama R., Mase K., Maunu R., Meagher K., Medici M., Meier M., Menne T., Merino G., Meures T., Miarecki S., Micallef J., Momenté G., Montaruli T., Moore R.W., Morse R., Moulai M., Nahnhauer R., Nakarmi P., Naumann U., Neer G., Niederhausen H., Nowicki S.C., Nygren D.R., Obertacke Pollmann A., Olivas A., O’murchadha A., O’sullivan E., Palczewski T., Pandya H., Pankova D.V., Peiffer P., Pepper J.A., Pérez de los Heros C., Pieloth D., Pinat E., Plum M., Price P.B., Przybylski G.T., Raab C., Rädel L., Rameez M., Rauch L., Rawlins K., Rea I.C., Reimann R., Relethford B., Relich M., Resconi E., Rhode W., Richman M., Robertson S., Rongen M., Rott C., Ruhe T., Ryckbosch D., Rysewyk D., Safa I., Sälzer T., Sanchez Herrera S.E., Sandrock A., Sandroos J., Santander M., Sarkar S., Satalecka K., Schlunder P., Schmidt T., Schneider A., Schoenen S., Schöneberg S., Schumacher L., Sclafani S., Seckel D., Seunarine S., Soedingrekso J., Soldin D., Song M., Spiczak G.M., Spiering C., Stachurska J., Stamatikos M., Stanev T., Stasik A., Stein R., Stettner J., Steuer A., Stezelberger T., Stokstad R.G., Stößl A., Strotjohann N.L., Stuttard T., Sullivan G.W., Sutherland M., Taboada I., Tatar J., Tenholt F., Ter-Antonyan S., Terliuk A., Tilav S., Toale P.A., Tobin M.N., Toennis C., Toscano S., Tosi D., Tselengidou M., Tung C.F., Turcati A., Turley C.F., Ty B., Unger E., Usner M., Vandenbroucke J., Van Driessche W., van Eijk D., van Eijndhoven N., Vanheule S., van Santen J., Vogel E., Vraeghe M., Walck C., Wallace A., Wallraff M., Wandler F.D., Wandkowsky N., Waza A., Weaver C., Weiss M.J., Wendt C., Werthebach J., Westerhoff S., Whelan B.J., Whitehorn N., Wiebe K., Wiebusch C.H., Wille L., Williams D.R., Wills L., Wolf M., Wood J., Wood T.R., Woschnagg K., Xu D.L., Xu X.W., Xu Y., Yanez J.P., Yodh G., Yoshida S., Yuan T., Abdollahi S., Ajello M., Angioni R., Baldini L., Ballet J., Barbiellini G., Bastieri D., Bechtol K., Bellazzini R., Berenji B., Bissaldi E., Blandford R.D., Bonino R., Bottacini E., Bregeon J., Bruel P., Buehler R., Burnett T.H., Burns E., Buson S., Cameron R.A., Caputo R., Caraveo P.A., Cavazzuti E., Charles E., Chen S., Cheung C.C., Chiang J., Chiaro G., Ciprini S., Cohen-Tanugi J., Conrad J., Costantin D., Cutini S., D’ammando F., de Palma F., Digel S.W., Di Lalla N., Di Mauro M., Di Venere L., Domínguez A., Favuzzi C., Fukazawa Y., Funk S., Fusco P., Gargano F., Gasparrini D., Giglietto N., Giomi M., Giommi P., Giordano F., Giroletti M., Glanzman T., Green D., Grenier I.A., Grondin M.-H., Guiriec S., Harding A.K., Hayashida M., Hays E., Hewitt J.W., Horan D., Jóhannesson G., Kadler M., Kensei S., Kocevski D., Krauss F., Kreter M., Kuss M., La Mura G., Larsson S., Latronico L., Lemoine-Goumard M., Li J., Longo F., Loparco F., Lovellette M.N., Lubrano P., Magill J.D., Maldera S., Malyshev D., Manfreda A., Mazziotta M.N., McEnery J.E., Meyer M., Michelson P.F., Mizuno T., Monzani M.E., Morselli A., Moskalenko I.V., Negro M., Nuss E., Ojha R., Omodei N., Orienti M., Orlando E., Palatiello M., Paliya V.S., Perkins J.S., Persic M., Pesce-Rollins M., Piron F., Porter T.A., Principe G., Rainò S., Rando R., Rani B., Razzano M., Razzaque S., Reimer A., Reimer O., Renault-Tinacci N., Ritz S., Rochester L.S., Saz Parkinson P.M., Sgrò C., Siskind E.J., Spandre G., Spinelli P., Suson D.J., Tajima H., Takahashi M., Tanaka Y., Thayer J.B., Thompson D.J., Tibaldo L., Torres D.F., Torresi E., Tosti G., Troja E., Valverde J., Vianello G., Vogel M., Wood K., Wood M., Zaharijas G., Ahnen M.L., Ansoldi S., Antonelli L.A., Arcaro C., Baack D., Babić A., Banerjee B., Bangale P., Barres de Almeida U., Barrio J.A., Becerra González J., Bednarek W., Berti A., Bhattacharyya W., Biland A., Blanch O., Bonnoli G., Carosi A., Carosi R., Ceribella G., Chatterjee A., Colak S.M., Colin P., Colombo E., Contreras J.L., Cortina J., Covino S., Cumani P., Da Vela P., Dazzi F., De Angelis A., De Lotto B., Delfino M., Delgado J., Di Pierro F., Dominis Prester D., Dorner D., Doro M., Einecke S., Elsaesser D., Fallah Ramazani V., Fernández-Barral A., Fidalgo D., Foffano L., Pfrang K., Fonseca M.V., Font L., Franceschini A., Fruck C., Galindo D., Gallozzi S., García López R.J., Garczarczyk M., Gaug M., Giammaria P., Godinović N., Gora D., Guberman D., Hadasch D., Hahn A., Hassan T., Herrera J., Hose J., Hrupec D., Inoue S., Ishio K., Konno Y., Kubo H., Kushida J., Lelas D., Lindfors E., Lombardi S., López M., Maggio C., Majumdar P., Makariev M., Maneva G., Manganaro M., Mannheim K., Maraschi L., Mariotti M., Martínez M., Masuda S., Mazin D., Minev M., M J.M., Mirzoyan R., Moralejo A., Moreno V., Moretti E., Nagayoshi T., Neustroev V., Niedzwiecki A., Nievas Rosillo M., .nigro C., Nilsson K., Ninci D., Nishijima K., Noda K., Nogués L., Paiano S., Palacio J., Paneque D., Paoletti R., Paredes J.M., Pedaletti G., Peresano M., Prada Moroni P.G., Prandini E., Puljak I., Rodriguez Garcia J., Reichardt I., Ribó M., Rico J., Righi C., Rugliancich A., Saito T., Schweizer T., Sitarek J., Šnidarić I., Sobczynska D., Stamerra A., Strzys M., Surić T., Tavecchio F., Temnikov P., Terzić T., Teshima M., Torres-Albà N., Treves A., Tsujimoto S., Vanzo G., Vazquez Acosta M., Vovk I., Ward J.E., Will M., Zarić D., Lucarelli F., Tavani M., Piano G., Donnarumma I., Pittori C., Verrecchia F., Bulgarelli A., Caraveo P., Cattaneo P.W., Colafrancesco S., Costa E., Di Cocco G., Ferrari A., Gianotti F., Giuliani A., Lipari P., Mereghetti S., Pacciani L., Paoletti F., Parmiggiani N., Pellizzoni A., Picozza P., Pilia M., Rappoldi A., Trois A., Vercellone S., Vittorini V., Stanek K.Z., Kochanek C.S., Beacom J.F., Thompson T.A., Holoien T.W.-S., Dong S., Prieto J.L., Shappee B.J., Holmbo S., Abeysekara A.U., Albert A., Alfaro R., Alvarez C., Arceo R., Arteaga-Velázquez J.C., Avila Rojas D., Ayala Solares H.A., Becerril A., Belmont-Moreno E., Bernal A., Caballero-Mora K.S., Capistrán T., Carramiñana A., Casanova S., Castillo M., Cotti U., Cotzomi J., Coutiño de León S., De León C., De la Fuente E., Diaz Hernandez R., Dichiara S., Dingus B.L., Duvernois M.A., Ellsworth R.W., Engel K., Fiorino D.W., Fleischhack H., Fraija N., García-González J.A., Garfias F., González Muñoz A., González M.M., Goodman J.A., Hampel-Arias Z., Harding J.P., Hernandez S., Hona B., Hueyotl-Zahuantitla F., Hui C.M., Hüntemeyer P., Iriarte A., Jardin-Blicq A., Joshi V., Kaufmann S., Kunde G.J., Lara A., Lauer R.J., Lee W.H., Lennarz D., León Vargas H., Linnemann J.T., Longinotti A.L., Luis-Raya G., Luna-García R., Malone K., Marinelli S.S., Martinez O., Martinez-Castellanos I., Martínez-Castro J., Martínez-Huerta H., Matthews J.A., Miranda-Romagnoli P., Moreno E., Mostafá M., Nayerhoda A., Nellen L., Newbold M., Nisa M.U., Noriega-Papaqui R., Pelayo R., Pretz J., Pérez-Pérez E.G., Ren Z., Rho C.D., Rivière C., Rosa-González D., Rosenberg M., Ruiz-Velasco E., Salesa Greus F., Sandoval A., Schneider M., Schoorlemmer H., Sinnis G., Smith A.J., Springer R.W., Surajbali P., Tibolla O., Tollefson K., Torres I., Villaseñor L., Weisgarber T., Werner F., Yapici T., Gaurang Y., Zepeda A., Zhou H., Álvarez J.D., Abdalla H., Angüner E.O., Armand C., Backes M., Becherini Y., Berge D., Böttcher M., Boisson C., Bolmont J., Bonnefoy S., Bordas P., Brun F., Büchele M., Bulik T., Caroff S., Cerruti M., Chakraborty N., Chandra S., Chen A., Davids I.D., Deil C., Devin J., Djannati-Ataï A., Egberts K., Emery G., Eschbach S., Fiasson A., Fontaine G., Füßling M., Gallant Y.A., Gaté F., Giavitto G., Glawion D., Glicenstein J.F., Gottschall D., Haupt M., Henri G., Hinton J.A., Hoischen C., Holch T.L., Huber D., Jamrozy M., Jankowsky D., Jankowsky F., Jouvin L., Jung-Richardt I., Kerszberg D., Khélifi B., King J., Klepser S., Kluźniak W., Komin N., Kraus M., Lefaucheur J., Lemière A., Lenain J.-P., Leser E., Lohse T., López-Coto R., Lorentz M., Lypova I., Marandon V., Guillem Martí-Devesa G., Maurin G., Mitchell A.M.W., Moderski R., Mohamed M., Mohrmann L., Moulin E., Murach T., de Naurois M., Niederwanger F., Niemiec J., Oakes L., O’brien P., Ohm S., Ostrowski M., Oya I., Panter M., Parsons R.D., Perennes C., Piel Q., Pita S., Poireau V., Priyana Noel A., Prokoph H., Pühlhofer G., Quirrenbach A., Raab S., Rauth R., Renaud M., Rieger F., Rinchiuso L., Romoli C., Rowell G., Rudak B., Sanchez D.A., Sasaki M., Schlickeiser R., Schüssler F., Schulz A., Schwanke U., Seglar-Arroyo M., Shafi N., Simoni R., Sol H., Stegmann C., Steppa C., Tavernier T., Taylor A.M., Tiziani D., Trichard C., Tsirou M., van Eldik C., van Rensburg C., van Soelen B., Veh J., Vincent P., Voisin F., Wagner S.J., Wagner R.M., Wierzcholska A., Zanin R., Zdziarski A.A., Zech A., Ziegler A., Zorn J., Żywucka N., Savchenko V., Ferrigno C., Bazzano A., Diehl R., Kuulkers E., Laurent P., Natalucci L., Panessa F., Rodi J., Ubertini P., Morokuma T., Ohta K., Tanaka Y.T., Mori H., Yamanaka M., Kawabata K.S., Utsumi Y., Nakaoka T., Kawabata M., Nagashima H., Yoshida M., Matsuoka Y., Itoh R., Keel W., Copperwheat C., Steele I., Cenko S.B., Evans P.A., Fox D.B., Kennea J.A., Marshall F.E., Osborne J.P., Tohuvavohu A., Archer A., Benbow W., Bird R., Brill A., Brose R., Buchovecky M., Buckley J.H., Bugaev V., Christiansen J.L., Connolly M.P., Cui W., Daniel M.K., Errando M., Falcone A., Feng Q., Finley J.P., Fortson L., Furniss A., Gueta O., Hütten M., Hervet O., Hughes G., Humensky T.B., Johnson C.A., Kaaret P., Kar P., Kelley-Hoskins N., Kertzman M., Kieda D., Krause M., Krennrich F., Kumar S., Lang M.J., Lin T.T.Y., Maier G., McArthur S., Moriarty P., Mukherjee R., Nieto D., O’brien S., Ong R.A., Otte A.N., Park N., Petrashyk A., Pohl M., Popkow A., Pueschel E., Quinn J., Ragan K., Reynolds P.T., Richards G.T., Roache E., Rulten C., Sadeh I., Scott S.S., Sembroski G.H., Shahinyan K., Sushch I., Trépanier S., Tyler J., Vassiliev V.V., Wakely S.P., Weinstein A., Wells R.M., Wilcox P., Wilhelm A., Williams D.A., Zitzer B., Tetarenko A.J., Kimball A.E., Miller-Jones J.C.A., Sivakoff G.R.",Multimessenger observations of a flaring blazar coincident with high-energy neutrino IceCube-170922A,2018,Science,81
"Katz J.E., Zhang X., Attenkofer K., Chapman K.W., Frandsen C., Zarzycki P., Rosso K.M., Falcone R.W., Waychunas G.A., Gilbert B.",Electron small polarons and their mobility in iron (oxyhydr)oxide nanoparticles,2012,Science,81
"Zou L.-N., Cheng X., Rivers M.L., Jaeger H.M., Nagel S.R.",The packing of granular polymer chains,2009,Science,81
Buffett B.A.,The thermal state of earth's core,2003,Science,82
"Kang W., Stormer H.L., Pfelffer L.N., Baldwln K.W., West K.W.",Tunnelling between the edges of two lateral quantum Hall systems,2000,Nature,82
"Mariappan M., Mateja A., Dobosz M., Bove E., Hegde R.S., Keenan R.J.",The mechanism of membrane-associated steps in tail-anchored protein insertion,2011,Nature,82
"Reed J.P., Uchoa B., Joe Y.I., Gan Y., Casa D., Fradkin E., Abbamonte P.",The effective fine-structure constant of freestanding graphene measured in graphite,2010,Science,82
"Shimizu K.K., Cork J.H., Caicedo A.L., Mays C.A., Moore R.C., Olsen K.M., Ruzsa S., Coop G., Bustamante C.D., Awadalla P., Purugganan M.D.",Darwinian selection on a selfing locus,2004,Science,82
"Akimov D., Albert J.B., An P., Awe C., Barbeau P.S., Becker B., Belov V., Brown A., Bolozdynya A., Cabrera-Palmer B., Cervantes M., Collar J.I., Cooper R.J., Cooper R.L., Cuesta C., Dean D.J., Detwiler J.A., Eberhardt A., Efremenko Y., Elliott S.R., Erkela E.M., Fabris L., Febbraro M., Fields N.E., Fox W., Fu Z., Galindo-Uribarri A., Green M.P., Hai M., Heath M.R., Hedges S., Hornback D., Hossbach T.W., Iverson E.B., Kaufman L.J., Ki S., Klein S.R., Khromov A., Konovalov A., Kremer M., Kumpan A., Leadbetter C., Li L., Lu W., Mann K., Markoff D.M., Miller K., Moreno H., Mueller P.E., Newby J., Orrell J.L., Overman C.T., Parno D.S., Penttila S., Perumpilly G., Ray H., Raybern J., Reyna D., Rich G.C., Rimal D., Rudik D., Scholberg K., Scholz B.J., Sinev G., Snow W.M., Sosnovtsev V., Shakirov A., Suchyta S., Suh B., Tayloe R., Thornton R.T., Tolstukhin I., Vanderwerp J., Varner R.L., Virtue C.J., Wan Z., Yoo J., Yu C.-H., Zawada A., Zettlemoyer J., Zderic A.M.",Observation of coherent elastic neutrino-nucleus scattering,2017,Science,83
"Ermann M., Ajello M., Albert A., Baldini L., Ballet J., Barbiellini G., Bastieri D., Bellazzini R., Bissaldi E., Blandford R.D., Bloom E.D., Bottacini E., Brandt T.J., Bregeon J., Bruel P., Buehler R., Buson S., Caliandro G.A., Cameron R.A., Caragiulo M., Caraveo P.A., Cavazzuti E., Charles E., Chekhtman A., Cheung C.C., Chiang J., Chiaro G., Ciprini S., Claus R., Cohen-Tanugi J., Conrad J., Corbel S., D'Ammando F., De Angelis A., Den Hartog P.R., De Palma F., Dermer C.D., Desiante R., Digel S.W., Di Venere L., Do Couto E Silva E., Donato D., Drell P.S., Drlica-Wagner A., Favuzzi C., Ferrara E.C., Focke W.B., Franckowiak A., Fuhrmann L., Fukazawa Y., Fusco P., Gargano F., Gasparrini D., Germani S., Giglietto N., Giordano F., Giroletti M., Glanzman T., Godfrey G., Grenier I.A., Grove J.E., Guiriec S., Hadasch D., Harding A.K., Hayashida M., Hays E., Hewitt J.W., Hill A.B., Hou X., Jean P., Jogler T., Jóhannesson G., Johnson A.S., Johnson W.N., Kerr M., Knödlseder J., Kuss M., Larsson S., Latronico L., Lemoine-Goumard M., Longo F., Loparco F., Lott B., Lovellette M.N., Lubrano P., Manfreda A., Martin P., Massaro F., Mayer M., Mazziotta M.N., McEnery J.E., Michelson P.F., Mitthumsiri W., Mizuno T., Monzani M.E., Morselli A., Moskalenko I.V., Murgia S., Nemmen R., Nuss E., Ohsugi T., Omodei N., Orienti M., Orlando E., Ormes J.F., Paneque D., Panetta J.H., Perkins J.S., Pesce-Rollins M., Piron F., Pivato G., Porter T.A., Rainò S., Rando R., Razzano M., Razzaque S., Reimer A., Reimer O., Reposeur T., Saz Parkinson P.M., Schaal M., Schulz A., Sgrò C., Siskind E.J., Spandre G., Spinelli P., Stawarz Ł., Suson D.J., Takahashi H., Tanaka T., Thayer J.G., Thayer J.B., Thompson D.J., Tibaldo L., Tinivella M., Torres D.F., Tosti G., Troja E., Uchiyama Y., Vianello G., Winer B.L., Wolff M.T., Wood D.L., Wood K.S., Wood M., Charbonnel S., Corbet R.H.D., De Gennaro Aquino I., Edlin J.P., Mason E., Schwarz G.J., Shore S.N., Starrfield S., Teyssier F.",Fermi establishes classical novae as a distinct class of gamma-ray sources: The Fermi-LAT collaboration,2014,Science,83
Friedman M.,The evolutionary origin of flatfish asymmetry,2008,Nature,83
"Hayes D., Griffin G.B., Engel G.S.",Engineering coherence among excited states in synthetic heterodimer systems,2013,Science,83
"Leitch E.M., Kovac J.M., Pryke C., Carlstrom J.E., Halverson N.W., Holzapfel W.L., Dragovan M., Reddall B., Sandberg E.S.",Measurement of polarization with the degree angular scale interferometer,2002,Nature,83
"Dahn R.D., Davis M.C., Pappano W.N., Shubin N.H.",Sonic hedgehog function in chondrichthyan fins and the evolution of appendage patterning,2007,Nature,84
"Rønnow H.M., Parthasarathy R., Jensen J., Aeppli G., Rosenbaum T.F., McMorrow D.F.",Quantum phase transition of a magnet in a spin bath,2005,Science,84
"Cannara R.J., Brukman M.J., Cimatu K., Sumant A.V., Baldelli S., Carpick R.W.",Nanoscale friction varied by isotopic shifting of surface vibrational frequencies,2007,Science,85
"Kelly P.L., Rodney S.A., Treu T., Foley R.J., Brammer G., Schmidt K.B., Zitrin A., Sonnenfeld A., Strolger L.-G., Graur O., Filippenko A.V., Jha S.W., Riess A.G., Bradac M., Weiner B.J., Scolnic D., Malkan M.A., Von Der Linden A., Trenti M., Hjorth J., Gavazzi R., Fontana A., Merten J.C., McCully C., Jones T., Postman M., Dressler A., Patel B., Cenko S.B., Graham M.L., Tucker B.E.",Multiple images of a highly magnified supernova formed by an early-type cluster galaxy lens,2015,Science,85
"Kiessling W., Simpson C., Foote M.",Reefs as cradles of evolution and sources of biodiversity in the phanerozoic,2010,Science,85
"Liu J., Ghanim M., Xue L., Brown C.D., Iossifov I., Angeletti C., Hua S., Nègre N., Ludwig M., Stricker T., Al-Ahmadie H.A., Tretiakova M., Camp R.L., Perera-Alberto M., Rimm D.L., Xu T., Rzhetsky A., White K.P.",Analysis of Drosophila segmentation network identifies a JNK pathway factor overexpressed in kidney cancer,2009,Science,86
"Sun S., Ting C.-T., Wu C.-I.","The normal function of a speciation gene, Odysseus, and its hybrid sterility effect",2004,Science,86
"Zhan S., Zhang W., Niitepõld K., Hsu J., Haeger J.F., Zalucki M.P., Altizer S., De Roode J.C., Reppert S.M., Kronforst M.R.",The genetics of monarch butterfly migration and warning colouration,2014,Nature,86
"Zhou C.-F., Wu S., Martin T., Luo Z.-X.",A Jurassic mammaliaform and the earliest mammalian evolutionary adaptations,2013,Nature,86
"Wang Y.-C., Khan Z., Kaschube M., Wieschaus E.F.",Differential positioning of adherens junctions is associated with initiation of epithelial folding,2012,Nature,87
"Zhu W., Gaetani G.A., Fusseis F., Montési L.G.J., De Carlo F.",Microtomography of partially molten rocks: Three-dimensional melt distribution in mantle peridotite,2011,Science,87
"Brooke J., Rosenbaum T.F., Aeppli G.",Tunable quantum tunnelling of magnetic domain walls,2001,Nature,88
"Ferńndez A., Lynch M.",Non-adaptive origins of interactome complexity,2011,Nature,88
"Macfarlane R.J., Jones M.R., Lee B., Auyeung E., Mirkin C.A.",Topotactic interconversion of nanoparticle superlattices,2013,Science,88
"McDonald M., Bayliss M., Benson B.A., Foley R.J., Ruel J., Sullivan P., Veilleux S., Aird K.A., Ashby M.L.N., Bautz M., Bazin G., Bleem L.E., Brodwin M., Carlstrom J.E., Chang C.L., Cho H.M., Clocchiatti A., Crawford T.M., Crites A.T., De Haan T., Desai S., Dobbs M.A., Dudley J.P., Egami E., Forman W.R., Garmire G.P., George E.M., Gladders M.D., Gonzalez A.H., Halverson N.W., Harrington N.L., High F.W., Holder G.P., Holzapfel W.L., Hoover S., Hrubes J.D., Jones C., Joy M., Keisler R., Knox L., Lee A.T., Leitch E.M., Liu J., Lueker M., Luong-Van D., Mantz A., Marrone D.P., McMahon J.J., Mehl J., Meyer S.S., Miller E.D., Mocanu L., Mohr J.J., Montroy T.E., Murray S.S., Natoli T., Padin S., Plagge T., Pryke C., Rawle T.D., Reichardt C.L., Rest A., Rex M., Ruhl J.E., Saliwanchik B.R., Saro A., Sayre J.T., Schaffer K.K., Shaw L., Shirokoff E., Simcoe R., Song J., Spieler H.G., Stalder B., Staniszewski Z., Stark A.A., Story K., Stubbs C.W., Šuhada R., Van Engelen A., Vanderlinde K., Vieira J.D., Vikhlinin A., Williamson R., Zahn O., Zenteno A.","A massive, cooling-flow-induced starburst in the core of a luminous cluster of galaxies",2012,Nature,88
"Musset B., Smith S.M.E., Rajan S., Morgan D., Cherny V.V., Decoursey T.E.",Aspartate 112 is the selectivity filter of the human voltage-gated proton channel,2011,Nature,88
"Yang X., Ren Z., Kuk J., Moffat K.",Temperature-scan cryocrystallography reveals reaction intermediates in bacteriophytochrome,2011,Nature,88
"Jensen L.M.R., Sanishvili R., Davidson V.L., Wilmot C.M.",In crystallo posttranslational modification within a MauG/Pre-methylamine dehydrogenase complex,2010,Science,89
"Matute D.R., Butler I.A., Turissini D.A., Coyne J.A.",A test of the snowball theory for the rate of evolution of hybrid incompatibilities,2010,Science,89
"Chandra V., Huang P., Potluri N., Wu D., Kim Y., Rastinejad F.",Multidomain integration in the structure of the HNF-4α nuclear receptor complex,2013,Nature,90
"Foote M., Crampton J.S., Beu A.G., Marshall B.A., Cooper R.A., Maxwell P.A., Matcham I.",Rise and fall of species occupancy in cenozoic fossil mollusks,2007,Science,91
"Sandhu A.S., Gagnon E., Santra R., Sharma V., Li W., Ho P., Ranitovic P., Cocke C.L., Murnane M.M., Kapteyn H.C.",Observing the creation of electronic Feshbach resonances in soft X-ray-induced O2 dissociation,2008,Science,91
"Hu H., Brittain G.C., Chang J.-H., Puebla-Osorio N., Jin J., Zal A., Xiao Y., Cheng X., Chang M., Fu Y.-X., Zal T., Zhu C., Sun S.-C.",OTUD7B controls non-canonical NF-κB activation through deubiquitination of TRAF3,2013,Nature,92
"Morin A., Urban J., Adams P.D., Foster I., Sali A., Baker D., Sliz P.",Shining light into black boxes,2012,Science,92
"Levine J.M., Bascompte J., Adler P.B., Allesina S.",Beyond pairwise mechanisms of species coexistence in complex communities,2017,Nature,93
"Singhal S., Leffler E.M., Sannareddy K., Turner I., Venn O., Hooper D.M., Strand A.I., Li Q., Raney B., Balakrishnan C.N., Griffith S.C., McVean G., Przeworski M.",Stable recombination hotspots in birds,2015,Science,93
"Wordsworth R., Pierrehumbert R.",Hydrogen-nitrogen greenhouse warming in earth's early atmosphere,2013,Science,93
"Bass A.H., Gilland E.H., Baker R.",Evolutionary origins for social vocalization in a vertebrate hindbrain-spinal compartment,2008,Science,94
"Chmaissem O., Jorgensen J.D., Short S., Knizhnik A., Eckstein Y., Shaked H.",Scaling of transition temperature and CuO2 plane buckling in a high- temperature superconductor,1999,Nature,94
"Mayer L., Kazantzidis S., Mastropietro C., Wadsley J.",Early gas stripping as the origin of the darkest galaxies in the Universe,2007,Nature,94
"Ye C.J., Feng T., Kwon H.-K., Raj T., Wilson M.T., Asinovski N., McCabe C., Lee M.H., Frohlich I., Paik H.-I., Zaitlen N., Hacohen N., Stranger B., De Jager P., Mathis D., Regev A., Benoist C.",Intersection of population variation and autoimmunity genetics in human T cell activation,2014,Science,94
"Amador A., Perl Y.S., Mindlin G.B., Margoliash D.",Elemental gesture dynamics are encoded by song premotor cortical neurons,2013,Nature,95
"Kang K., Lee K.-H., Han Y., Gao H., Xie S., Muller D.A., Park J.",Layer-by-layer assembly of two-dimensional materials into wafer-scale heterostructures,2017,Nature,95
"Sabbah H., Biennier L., Sims I.R., Georgievskii Y., Klippenstein S.J., Smith I.W.M.",Understanding reactivity at very low temperatures: The reactions of oxygen atoms with alkenes,2007,Science,95
"Sekanina Z., Brownlee D.E., Economou T.E., Tuzzolino A.J., Green S.F.",Modeling the nucleus and jets of Comet 81P/Wild 2 based on the Stardust encounter data,2004,Science,95
"Sharma R.P., Ogale S.B., Zhang Z.H., Liu J.R., Chu W.K., Veal B., Paullkas A., Zheng H., Venkatesan T.",Phase transitions in the incoherent lattice fluctuations in YBa 2 Cu 3 O(7-δ),2000,Nature,95
"Rowley D.B., Forte A.M., Moucha R., Mitrovica J.X., Simmons N.A., Grand S.P.",Dynamic topography change of the Eastern United States since 3 million years ago,2013,Science,96
"Wong S.D., Srnec M., Matthews M.L., Liu L.V., Kwak Y., Park K., Bell Iii C.B., Alp E.E., Zhao J., Yoda Y., Kitao S., Seto M., Krebs C., Bollinger J.M., Solomon E.I.",Elucidation of the Fe(iv)=O intermediate in the catalytic cycle of the halogenase SyrB2,2013,Nature,96
