month,day,is_retweet,favorite_count,text
11.0,29,FALSE,24550,"'President-Elect Donald J. Trump Intends to Nominate Congressman Tom Price and Seema Verma.'
https://t.co/ZTh5cuY26Z https://t.co/twIgAKJs3s"
11.0,29,TRUE,0,"RT @DanScavino: Back to Cincinnati, Ohio this Thursday (12/1/16) at 7pm for #PEOTUS @realDonaldTrump's #ThankYouTour2016! Join us!
https://…"
11.0,29,FALSE,106995,My thoughts and prayers are with the great people of Tennessee during these terrible wildfires. Stay safe!
11.0,29,FALSE,214139,"Nobody should be allowed to burn the American flag - if they do, there must be consequences - perhaps loss of citizenship or year in jail!"
11.0,29,FALSE,73244,"I thought that @CNN would get better after they failed so badly in their support of Hillary Clinton however, since election, they are worse!"
11.0,29,FALSE,97975,The Great State of Michigan was just certified as a Trump WIN giving all of our MAKE AMERICA GREAT AGAIN supporters another victory - 306!
11.0,29,FALSE,91706,".@CNN is so embarrassed by their total  (100%) support of Hillary Clinton, and yet her loss in a landslide, that they don't know what to do."
11.0,29,FALSE,33666,"""@sdcritic:  @HighonHillcrest @jeffzeleny @CNN There is NO QUESTION THAT #voterfraud did take place, and in favor of #CorruptHillary !"""
11.0,29,FALSE,32567,"""@FiIibuster: @jeffzeleny Pathetic - you have no sufficient evidence that Donald Trump did not suffer from voter fraud, shame! Bad reporter."
11.0,29,FALSE,31205,"""@JoeBowman12: @jeffzeleny just another generic CNN part time wannabe journalist !""  @CNN still doesn't get it. They will never learn!"
11.0,29,FALSE,30094,"""@HighonHillcrest: @jeffzeleny what PROOF do u have DonaldTrump did not suffer from millions of FRAUD votes? Journalist? Do your job! @CNN"""
11.0,28,FALSE,69184,Just met with General Petraeus--was very impressed!
11.0,28,FALSE,84424,"If Cuba is unwilling to make a better deal for the Cuban people, the Cuban/American people and the U.S. as a whole, I will terminate deal."
11.0,28,FALSE,101706,"Serious voter fraud in Virginia, New Hampshire and California - so why isn't the media reporting on this? Serious bias - big problem!"
11.0,27,FALSE,48469,states instead of the 15 states that I visited. I would have won even more easily and convincingly (but smaller states are forgotten)!
11.0,27,FALSE,48311,It would have been much easier for me to win the so-called popular vote than the Electoral College in that I would only campaign in 3 or 4--
11.0,27,FALSE,162476,"In addition to winning the Electoral College in a landslide, I won the popular vote if you deduct the millions of people who voted illegally"
11.0,27,FALSE,74580,"Trump is going to be our President. We owe him an open mind and the chance to lead."" So much time and money will be spent - same result! Sad"
11.0,27,FALSE,50155,"this election. That is a direct threat to our democracy."" She then said, ""We have to accept the results and look to the future, Donald --"
11.0,27,FALSE,39254,"of position."" Then, separately she stated, ""He said something truly horrifying ... he refused to say that he would respect the results of --"
11.0,27,FALSE,38146,"during a general election. I, for one, am appalled that somebody that is the nominee of one of our two major parties would take that kind --"
11.0,27,FALSE,41250,"and fair elections. We've accepted the outcomes when we may not have liked them, and that is what must be expected of anyone standing on a -"
11.0,27,FALSE,44333,"Hillary's debate answer on delay: ""That is horrifying. That is not the way our democracy works. Been around for 240 years. We've had free --"
11.0,27,FALSE,96998,Hillary Clinton conceded the election when she called me just prior to the victory speech and after the results were in. Nothing will change
11.0,27,FALSE,100608,"The Democrats, when they incorrectly thought they were going to win, asked that the election night tabulation be accepted. Not so anymore!"
11.0,27,FALSE,98232,The Green Party scam to fill up their coffers by asking for impossible recounts is now being joined by the badly defeated &amp; demoralized Dems
11.0,26,FALSE,209846,Fidel Castro is dead!
11.0,24,FALSE,139105,"I am working hard, even on Thanksgiving, trying to get Carrier A.C. Company to stay in the U.S. (Indiana). MAKING PROGRESS - Will know soon!"
11.0,24,FALSE,185773,"Happy Thanksgiving to everyone. We will, together, MAKE AMERICA GREAT AGAIN!"
11.0,24,FALSE,167399,"Let us give thanks for all that we have, and let us boldly face the exciting new frontiers that lie ahead. Happy Th… https://t.co/RY9mGGjrXm"
11.0,23,FALSE,132520,Bus crash in Tennessee so sad &amp; so terrible. Condolences to all family members and loved ones. These beautiful children will be remembered!
11.0,22,FALSE,140303,I am seriously considering Dr. Ben Carson as the head of HUD. I've gotten to know him well--he's a greatly talented person who loves people!
11.0,22,FALSE,33992,The meeting with the @nytimes is back on at 12:30 today. Look forward to it!
11.0,22,FALSE,38034,"'Jeff Sessions, a Fitting Selection for Attorney General'
https://t.co/LjKTkAZSFy"
11.0,22,FALSE,31285,"'President-elect Donald J. Trump's CIA Director Garners Praise'
https://t.co/UFdLWtwBEQ https://t.co/MrPaG7OziQ"
11.0,22,FALSE,80932,Great meetings will take place today at Trump Tower concerning the formation of the people who will run our government for the next 8 years.
11.0,22,FALSE,49944,The failing @nytimes just announced that complaints about them are at a 15 year high. I can fully understand that - but why announce?
11.0,22,FALSE,39024,Perhaps a new meeting will be set up with the @nytimes. In the meantime they continue to cover me inaccurately and with a nasty tone!
11.0,22,FALSE,68659,I cancelled today's meeting with the failing @nytimes when the terms and conditions of the meeting were changed at the last moment. Not nice
11.0,22,FALSE,66458,Many people would like to see @Nigel_Farage represent Great Britain as their Ambassador to the United States. He would do a great job!
11.0,22,FALSE,79615,Prior to the election it was well known that I have interests in properties all over the world.Only the crooked media makes this a big deal!
11.0,21,FALSE,102370,.@transition2017 update and policy plans for the first 100 days. https://t.co/HTgPXfPWeJ
11.0,20,FALSE,55775,I have always had a good relationship with Chuck Schumer. He is far smarter than Harry R and has the ability to get things done. Good news!
11.0,20,FALSE,82723,"General James ""Mad Dog"" Mattis, who is being considered for Secretary of Defense, was very impressive yesterday. A true General's General!"
11.0,20,FALSE,69172,"I watched parts of @nbcsnl Saturday Night Live last night. It is a totally one-sided, biased show - nothing funny at all. Equal time for us?"
11.0,20,FALSE,68274,Numerous patriots will be coming to Bedminster today as I continue to fill out the various positions necessary to MAKE AMERICA GREAT AGAIN!
11.0,20,FALSE,104673,"The cast and producers of Hamilton, which I hear is highly overrated, should immediately apologize to Mike Pence for their terrible behavior"
11.0,19,FALSE,150281,"The Theater must always be a safe and special place.The cast of Hamilton was very rude last night to a very good man, Mike Pence. Apologize!"
11.0,19,FALSE,122802,"Our wonderful future V.P. Mike Pence was harassed last night at the theater by the cast of Hamilton, cameras blazing.This should not happen!"
11.0,19,FALSE,62790,The ONLY bad thing about winning the Presidency is that I did not have the time to go through a long but winning trial on Trump U. Too bad!
11.0,19,FALSE,90863,I settled the Trump University lawsuit for a small fraction of the potential award because as President I have to focus on our country.
11.0,18,FALSE,121773,Will be working all weekend in choosing the great men and women who will be helping to MAKE AMERICA GREAT AGAIN!
11.0,18,TRUE,0,"RT @transition2017: President-elect Trump announces selections for Attorney General, National Security Advisor, CIA Director. More here: ht…"
11.0,18,FALSE,117953,I worked hard with Bill Ford to keep the Lincoln plant in Kentucky. I owed it to the great State of Kentucky for their confidence in me!
11.0,18,FALSE,166484,"Just got a call from my friend Bill Ford, Chairman of Ford, who advised me that he will be keeping the Lincoln plant in Kentucky - no Mexico"
11.0,17,FALSE,96513,"My transition team, which is working long hours and doing a fantastic job, will be seeing many great candidates today. #MAGA"
11.0,16,FALSE,90560,"Australia, New Zealand, and more. I am always available to them. @nytimes is just upset that they looked like fools in their coverage of me."
11.0,16,FALSE,88735,"I have recieved and taken calls from many foreign leaders despite what the failing @nytimes said. Russia, U.K., China, Saudi Arabia, Japan,"
11.0,16,FALSE,77532,"The failing @nytimes story is so totally wrong on transition. It is going so smoothly. Also, I have spoken to many foreign leaders."
11.0,16,FALSE,99921,"I am not trying to get ""top level security clearance"" for my children. This was a typically false news story."
11.0,16,FALSE,119611,Very organized process taking place as I decide on Cabinet and many other positions. I am the only one who knows who the finalists are!
11.0,15,FALSE,128083,"The Electoral College is actually genius in that it brings all states, including the smaller ones, into play. Campaigning is much different!"
11.0,15,FALSE,179219,If the election were based on total popular vote I would have campaigned in  N.Y. Florida and California and won even bigger and more easily
11.0,13,FALSE,113207,"The debates, especially the second and third, plus speeches and intensity of the large rallies, plus OUR GREAT SUPPORTERS, gave us the win!"
11.0,13,FALSE,78073,I will be interviewed on @60Minutes tonight after the NFL game - 7:00 P.M. Enjoy!
