day,month,PrimaryType,n
1,3.0,CRIMINAL DAMAGE,65.0
1,4.0,CRIMINAL DAMAGE,77.0
1,5.0,CRIMINAL DAMAGE,78.0
1,6.0,CRIMINAL DAMAGE,88.0
1,7.0,CRIMINAL DAMAGE,98.0
1,8.0,CRIMINAL DAMAGE,90.0
1,9.0,CRIMINAL DAMAGE,115.0
1,10.0,CRIMINAL DAMAGE,103.0
1,11.0,CRIMINAL DAMAGE,95.0
1,12.0,CRIMINAL DAMAGE,87.0
2,1.0,CRIMINAL DAMAGE,77.0
2,2.0,CRIMINAL DAMAGE,62.0
2,3.0,CRIMINAL DAMAGE,47.0
2,4.0,CRIMINAL DAMAGE,76.0
2,5.0,CRIMINAL DAMAGE,73.0
2,6.0,CRIMINAL DAMAGE,91.0
2,7.0,CRIMINAL DAMAGE,75.0
2,8.0,CRIMINAL DAMAGE,74.0
2,9.0,CRIMINAL DAMAGE,90.0
2,10.0,CRIMINAL DAMAGE,89.0
2,11.0,CRIMINAL DAMAGE,95.0
2,12.0,CRIMINAL DAMAGE,83.0
3,1.0,CRIMINAL DAMAGE,81.0
3,2.0,CRIMINAL DAMAGE,77.0
3,3.0,CRIMINAL DAMAGE,62.0
3,4.0,CRIMINAL DAMAGE,64.0
3,5.0,CRIMINAL DAMAGE,64.0
3,6.0,CRIMINAL DAMAGE,75.0
3,7.0,CRIMINAL DAMAGE,105.0
3,8.0,CRIMINAL DAMAGE,87.0
3,9.0,CRIMINAL DAMAGE,112.0
3,10.0,CRIMINAL DAMAGE,82.0
3,11.0,CRIMINAL DAMAGE,97.0
3,12.0,CRIMINAL DAMAGE,99.0
4,1.0,CRIMINAL DAMAGE,73.0
4,2.0,CRIMINAL DAMAGE,82.0
4,3.0,CRIMINAL DAMAGE,93.0
4,4.0,CRIMINAL DAMAGE,72.0
4,5.0,CRIMINAL DAMAGE,82.0
4,6.0,CRIMINAL DAMAGE,92.0
4,7.0,CRIMINAL DAMAGE,139.0
4,8.0,CRIMINAL DAMAGE,87.0
4,9.0,CRIMINAL DAMAGE,99.0
4,10.0,CRIMINAL DAMAGE,80.0
4,11.0,CRIMINAL DAMAGE,103.0
4,12.0,CRIMINAL DAMAGE,72.0
5,1.0,CRIMINAL DAMAGE,66.0
5,2.0,CRIMINAL DAMAGE,73.0
5,3.0,CRIMINAL DAMAGE,84.0
5,4.0,CRIMINAL DAMAGE,77.0
5,5.0,CRIMINAL DAMAGE,73.0
5,6.0,CRIMINAL DAMAGE,79.0
5,7.0,CRIMINAL DAMAGE,116.0
5,8.0,CRIMINAL DAMAGE,105.0
5,9.0,CRIMINAL DAMAGE,102.0
5,10.0,CRIMINAL DAMAGE,80.0
5,11.0,CRIMINAL DAMAGE,101.0
5,12.0,CRIMINAL DAMAGE,65.0
6,1.0,CRIMINAL DAMAGE,77.0
6,2.0,CRIMINAL DAMAGE,86.0
6,3.0,CRIMINAL DAMAGE,103.0
6,4.0,CRIMINAL DAMAGE,68.0
6,5.0,CRIMINAL DAMAGE,100.0
6,6.0,CRIMINAL DAMAGE,88.0
6,7.0,CRIMINAL DAMAGE,89.0
6,8.0,CRIMINAL DAMAGE,108.0
6,9.0,CRIMINAL DAMAGE,79.0
6,10.0,CRIMINAL DAMAGE,78.0
6,11.0,CRIMINAL DAMAGE,113.0
6,12.0,CRIMINAL DAMAGE,69.0
7,1.0,CRIMINAL DAMAGE,74.0
7,2.0,CRIMINAL DAMAGE,90.0
7,3.0,CRIMINAL DAMAGE,94.0
7,4.0,CRIMINAL DAMAGE,75.0
7,5.0,CRIMINAL DAMAGE,105.0
7,6.0,CRIMINAL DAMAGE,87.0
7,7.0,CRIMINAL DAMAGE,83.0
7,8.0,CRIMINAL DAMAGE,113.0
7,9.0,CRIMINAL DAMAGE,78.0
7,10.0,CRIMINAL DAMAGE,110.0
7,11.0,CRIMINAL DAMAGE,98.0
7,12.0,CRIMINAL DAMAGE,73.0
8,1.0,CRIMINAL DAMAGE,98.0
8,2.0,CRIMINAL DAMAGE,66.0
8,3.0,CRIMINAL DAMAGE,102.0
8,4.0,CRIMINAL DAMAGE,81.0
8,5.0,CRIMINAL DAMAGE,92.0
8,6.0,CRIMINAL DAMAGE,79.0
8,7.0,CRIMINAL DAMAGE,87.0
8,8.0,CRIMINAL DAMAGE,83.0
8,9.0,CRIMINAL DAMAGE,87.0
8,10.0,CRIMINAL DAMAGE,111.0
8,11.0,CRIMINAL DAMAGE,54.0
8,12.0,CRIMINAL DAMAGE,49.0
9,1.0,CRIMINAL DAMAGE,89.0
9,2.0,CRIMINAL DAMAGE,49.0
9,3.0,CRIMINAL DAMAGE,65.0
9,4.0,CRIMINAL DAMAGE,78.0
9,5.0,CRIMINAL DAMAGE,84.0
9,6.0,CRIMINAL DAMAGE,77.0
9,7.0,CRIMINAL DAMAGE,81.0
9,8.0,CRIMINAL DAMAGE,80.0
9,9.0,CRIMINAL DAMAGE,90.0
9,10.0,CRIMINAL DAMAGE,113.0
9,11.0,CRIMINAL DAMAGE,70.0
9,12.0,CRIMINAL DAMAGE,58.0
10,1.0,CRIMINAL DAMAGE,55.0
10,2.0,CRIMINAL DAMAGE,55.0
10,3.0,CRIMINAL DAMAGE,105.0
10,4.0,CRIMINAL DAMAGE,93.0
10,5.0,CRIMINAL DAMAGE,86.0
10,6.0,CRIMINAL DAMAGE,90.0
10,7.0,CRIMINAL DAMAGE,93.0
10,8.0,CRIMINAL DAMAGE,82.0
10,9.0,CRIMINAL DAMAGE,108.0
10,10.0,CRIMINAL DAMAGE,85.0
10,11.0,CRIMINAL DAMAGE,93.0
10,12.0,CRIMINAL DAMAGE,71.0
11,1.0,CRIMINAL DAMAGE,42.0
11,2.0,CRIMINAL DAMAGE,49.0
11,3.0,CRIMINAL DAMAGE,77.0
11,4.0,CRIMINAL DAMAGE,82.0
11,5.0,CRIMINAL DAMAGE,78.0
11,6.0,CRIMINAL DAMAGE,114.0
11,7.0,CRIMINAL DAMAGE,78.0
11,8.0,CRIMINAL DAMAGE,115.0
11,9.0,CRIMINAL DAMAGE,107.0
11,10.0,CRIMINAL DAMAGE,68.0
11,11.0,CRIMINAL DAMAGE,89.0
11,12.0,CRIMINAL DAMAGE,61.0
12,1.0,CRIMINAL DAMAGE,58.0
12,2.0,CRIMINAL DAMAGE,63.0
12,3.0,CRIMINAL DAMAGE,99.0
12,4.0,CRIMINAL DAMAGE,71.0
12,5.0,CRIMINAL DAMAGE,66.0
12,6.0,CRIMINAL DAMAGE,104.0
12,7.0,CRIMINAL DAMAGE,81.0
12,8.0,CRIMINAL DAMAGE,100.0
12,9.0,CRIMINAL DAMAGE,107.0
12,10.0,CRIMINAL DAMAGE,87.0
12,11.0,CRIMINAL DAMAGE,104.0
12,12.0,CRIMINAL DAMAGE,55.0
13,1.0,CRIMINAL DAMAGE,76.0
13,2.0,CRIMINAL DAMAGE,66.0
13,3.0,CRIMINAL DAMAGE,78.0
13,4.0,CRIMINAL DAMAGE,77.0
13,5.0,CRIMINAL DAMAGE,93.0
13,6.0,CRIMINAL DAMAGE,86.0
13,7.0,CRIMINAL DAMAGE,90.0
13,8.0,CRIMINAL DAMAGE,114.0
13,9.0,CRIMINAL DAMAGE,97.0
13,10.0,CRIMINAL DAMAGE,54.0
13,11.0,CRIMINAL DAMAGE,80.0
13,12.0,CRIMINAL DAMAGE,43.0
14,1.0,CRIMINAL DAMAGE,83.0
14,2.0,CRIMINAL DAMAGE,55.0
14,3.0,CRIMINAL DAMAGE,75.0
14,4.0,CRIMINAL DAMAGE,92.0
14,5.0,CRIMINAL DAMAGE,90.0
14,6.0,CRIMINAL DAMAGE,78.0
14,7.0,CRIMINAL DAMAGE,99.0
14,8.0,CRIMINAL DAMAGE,97.0
14,9.0,CRIMINAL DAMAGE,68.0
14,10.0,CRIMINAL DAMAGE,97.0
14,11.0,CRIMINAL DAMAGE,64.0
14,12.0,CRIMINAL DAMAGE,48.0
15,1.0,CRIMINAL DAMAGE,77.0
15,2.0,CRIMINAL DAMAGE,54.0
15,3.0,CRIMINAL DAMAGE,73.0
15,4.0,CRIMINAL DAMAGE,79.0
15,5.0,CRIMINAL DAMAGE,96.0
15,6.0,CRIMINAL DAMAGE,86.0
15,7.0,CRIMINAL DAMAGE,96.0
15,8.0,CRIMINAL DAMAGE,113.0
15,9.0,CRIMINAL DAMAGE,87.0
15,10.0,CRIMINAL DAMAGE,92.0
15,11.0,CRIMINAL DAMAGE,82.0
15,12.0,CRIMINAL DAMAGE,56.0
16,1.0,CRIMINAL DAMAGE,78.0
16,2.0,CRIMINAL DAMAGE,64.0
16,3.0,CRIMINAL DAMAGE,84.0
16,4.0,CRIMINAL DAMAGE,81.0
16,5.0,CRIMINAL DAMAGE,85.0
16,6.0,CRIMINAL DAMAGE,85.0
16,7.0,CRIMINAL DAMAGE,112.0
16,8.0,CRIMINAL DAMAGE,94.0
16,9.0,CRIMINAL DAMAGE,103.0
16,10.0,CRIMINAL DAMAGE,79.0
16,11.0,CRIMINAL DAMAGE,84.0
16,12.0,CRIMINAL DAMAGE,64.0
17,1.0,CRIMINAL DAMAGE,64.0
17,2.0,CRIMINAL DAMAGE,61.0
17,3.0,CRIMINAL DAMAGE,90.0
17,4.0,CRIMINAL DAMAGE,96.0
17,5.0,CRIMINAL DAMAGE,71.0
17,6.0,CRIMINAL DAMAGE,91.0
17,7.0,CRIMINAL DAMAGE,120.0
17,8.0,CRIMINAL DAMAGE,118.0
17,9.0,CRIMINAL DAMAGE,121.0
17,10.0,CRIMINAL DAMAGE,96.0
17,11.0,CRIMINAL DAMAGE,87.0
17,12.0,CRIMINAL DAMAGE,60.0
18,1.0,CRIMINAL DAMAGE,72.0
18,2.0,CRIMINAL DAMAGE,78.0
18,3.0,CRIMINAL DAMAGE,102.0
18,4.0,CRIMINAL DAMAGE,87.0
18,5.0,CRIMINAL DAMAGE,105.0
18,6.0,CRIMINAL DAMAGE,102.0
18,7.0,CRIMINAL DAMAGE,98.0
18,8.0,CRIMINAL DAMAGE,64.0
18,9.0,CRIMINAL DAMAGE,105.0
18,10.0,CRIMINAL DAMAGE,72.0
18,11.0,CRIMINAL DAMAGE,86.0
18,12.0,CRIMINAL DAMAGE,43.0
19,1.0,CRIMINAL DAMAGE,64.0
19,2.0,CRIMINAL DAMAGE,104.0
19,3.0,CRIMINAL DAMAGE,89.0
19,4.0,CRIMINAL DAMAGE,82.0
19,5.0,CRIMINAL DAMAGE,94.0
19,6.0,CRIMINAL DAMAGE,85.0
19,7.0,CRIMINAL DAMAGE,99.0
19,8.0,CRIMINAL DAMAGE,96.0
19,9.0,CRIMINAL DAMAGE,94.0
19,10.0,CRIMINAL DAMAGE,88.0
19,11.0,CRIMINAL DAMAGE,94.0
19,12.0,CRIMINAL DAMAGE,53.0
20,1.0,CRIMINAL DAMAGE,66.0
20,2.0,CRIMINAL DAMAGE,85.0
20,3.0,CRIMINAL DAMAGE,93.0
20,4.0,CRIMINAL DAMAGE,82.0
20,5.0,CRIMINAL DAMAGE,116.0
20,6.0,CRIMINAL DAMAGE,88.0
20,7.0,CRIMINAL DAMAGE,95.0
20,8.0,CRIMINAL DAMAGE,105.0
20,9.0,CRIMINAL DAMAGE,89.0
20,10.0,CRIMINAL DAMAGE,80.0
20,11.0,CRIMINAL DAMAGE,96.0
20,12.0,CRIMINAL DAMAGE,47.0
21,1.0,CRIMINAL DAMAGE,65.0
21,2.0,CRIMINAL DAMAGE,108.0
21,3.0,CRIMINAL DAMAGE,76.0
21,4.0,CRIMINAL DAMAGE,78.0
21,5.0,CRIMINAL DAMAGE,117.0
21,6.0,CRIMINAL DAMAGE,97.0
21,7.0,CRIMINAL DAMAGE,77.0
21,8.0,CRIMINAL DAMAGE,109.0
21,9.0,CRIMINAL DAMAGE,85.0
21,10.0,CRIMINAL DAMAGE,80.0
21,11.0,CRIMINAL DAMAGE,68.0
21,12.0,CRIMINAL DAMAGE,72.0
22,1.0,CRIMINAL DAMAGE,89.0
22,2.0,CRIMINAL DAMAGE,75.0
22,3.0,CRIMINAL DAMAGE,80.0
22,4.0,CRIMINAL DAMAGE,83.0
22,5.0,CRIMINAL DAMAGE,81.0
22,6.0,CRIMINAL DAMAGE,76.0
22,7.0,CRIMINAL DAMAGE,90.0
22,8.0,CRIMINAL DAMAGE,92.0
22,9.0,CRIMINAL DAMAGE,83.0
22,10.0,CRIMINAL DAMAGE,91.0
22,11.0,CRIMINAL DAMAGE,78.0
22,12.0,CRIMINAL DAMAGE,73.0
23,1.0,CRIMINAL DAMAGE,92.0
23,2.0,CRIMINAL DAMAGE,54.0
23,3.0,CRIMINAL DAMAGE,61.0
23,4.0,CRIMINAL DAMAGE,95.0
23,5.0,CRIMINAL DAMAGE,74.0
23,6.0,CRIMINAL DAMAGE,68.0
23,7.0,CRIMINAL DAMAGE,102.0
23,8.0,CRIMINAL DAMAGE,74.0
23,9.0,CRIMINAL DAMAGE,89.0
23,10.0,CRIMINAL DAMAGE,97.0
23,11.0,CRIMINAL DAMAGE,69.0
23,12.0,CRIMINAL DAMAGE,78.0
24,1.0,CRIMINAL DAMAGE,90.0
24,2.0,CRIMINAL DAMAGE,58.0
24,3.0,CRIMINAL DAMAGE,80.0
24,4.0,CRIMINAL DAMAGE,93.0
24,5.0,CRIMINAL DAMAGE,97.0
24,6.0,CRIMINAL DAMAGE,94.0
24,7.0,CRIMINAL DAMAGE,96.0
24,8.0,CRIMINAL DAMAGE,114.0
24,9.0,CRIMINAL DAMAGE,117.0
24,10.0,CRIMINAL DAMAGE,68.0
24,11.0,CRIMINAL DAMAGE,79.0
24,12.0,CRIMINAL DAMAGE,70.0
25,1.0,CRIMINAL DAMAGE,80.0
25,2.0,CRIMINAL DAMAGE,66.0
25,3.0,CRIMINAL DAMAGE,90.0
25,4.0,CRIMINAL DAMAGE,86.0
25,5.0,CRIMINAL DAMAGE,79.0
25,6.0,CRIMINAL DAMAGE,95.0
25,7.0,CRIMINAL DAMAGE,95.0
25,8.0,CRIMINAL DAMAGE,104.0
25,9.0,CRIMINAL DAMAGE,105.0
25,10.0,CRIMINAL DAMAGE,85.0
25,11.0,CRIMINAL DAMAGE,86.0
25,12.0,CRIMINAL DAMAGE,65.0
26,1.0,CRIMINAL DAMAGE,67.0
26,2.0,CRIMINAL DAMAGE,76.0
26,3.0,CRIMINAL DAMAGE,102.0
26,4.0,CRIMINAL DAMAGE,69.0
26,5.0,CRIMINAL DAMAGE,78.0
26,6.0,CRIMINAL DAMAGE,106.0
26,7.0,CRIMINAL DAMAGE,88.0
26,8.0,CRIMINAL DAMAGE,98.0
26,9.0,CRIMINAL DAMAGE,85.0
26,10.0,CRIMINAL DAMAGE,58.0
26,11.0,CRIMINAL DAMAGE,103.0
26,12.0,CRIMINAL DAMAGE,80.0
27,1.0,CRIMINAL DAMAGE,70.0
27,2.0,CRIMINAL DAMAGE,97.0
27,3.0,CRIMINAL DAMAGE,86.0
27,4.0,CRIMINAL DAMAGE,63.0
27,5.0,CRIMINAL DAMAGE,88.0
27,6.0,CRIMINAL DAMAGE,71.0
27,7.0,CRIMINAL DAMAGE,93.0
27,8.0,CRIMINAL DAMAGE,96.0
27,9.0,CRIMINAL DAMAGE,84.0
27,10.0,CRIMINAL DAMAGE,83.0
27,11.0,CRIMINAL DAMAGE,88.0
27,12.0,CRIMINAL DAMAGE,67.0
28,1.0,CRIMINAL DAMAGE,70.0
28,2.0,CRIMINAL DAMAGE,86.0
28,3.0,CRIMINAL DAMAGE,78.0
28,4.0,CRIMINAL DAMAGE,78.0
28,5.0,CRIMINAL DAMAGE,99.0
28,6.0,CRIMINAL DAMAGE,79.0
28,7.0,CRIMINAL DAMAGE,89.0
28,8.0,CRIMINAL DAMAGE,89.0
28,9.0,CRIMINAL DAMAGE,74.0
28,10.0,CRIMINAL DAMAGE,100.0
28,11.0,CRIMINAL DAMAGE,79.0
28,12.0,CRIMINAL DAMAGE,77.0
29,1.0,CRIMINAL DAMAGE,73.0
29,2.0,CRIMINAL DAMAGE,75.0
29,3.0,CRIMINAL DAMAGE,75.0
29,4.0,CRIMINAL DAMAGE,86.0
29,5.0,CRIMINAL DAMAGE,109.0
29,6.0,CRIMINAL DAMAGE,90.0
29,7.0,CRIMINAL DAMAGE,78.0
29,8.0,CRIMINAL DAMAGE,97.0
29,9.0,CRIMINAL DAMAGE,85.0
29,10.0,CRIMINAL DAMAGE,136.0
29,11.0,CRIMINAL DAMAGE,81.0
29,12.0,CRIMINAL DAMAGE,75.0
30,1.0,CRIMINAL DAMAGE,106.0
30,3.0,CRIMINAL DAMAGE,71.0
30,4.0,CRIMINAL DAMAGE,71.0
30,5.0,CRIMINAL DAMAGE,101.0
30,6.0,CRIMINAL DAMAGE,100.0
30,7.0,CRIMINAL DAMAGE,128.0
30,8.0,CRIMINAL DAMAGE,89.0
30,9.0,CRIMINAL DAMAGE,101.0
30,10.0,CRIMINAL DAMAGE,75.0
30,11.0,CRIMINAL DAMAGE,63.0
30,12.0,CRIMINAL DAMAGE,83.0
31,1.0,CRIMINAL DAMAGE,89.0
31,3.0,CRIMINAL DAMAGE,59.0
31,5.0,CRIMINAL DAMAGE,77.0
31,7.0,CRIMINAL DAMAGE,117.0
31,8.0,CRIMINAL DAMAGE,86.0
31,10.0,CRIMINAL DAMAGE,141.0
31,12.0,CRIMINAL DAMAGE,101.0
1,1.0,CRIMINAL TRESPASS,8.0
1,2.0,CRIMINAL TRESPASS,22.0
1,3.0,CRIMINAL TRESPASS,17.0
1,4.0,CRIMINAL TRESPASS,13.0
1,5.0,CRIMINAL TRESPASS,15.0
1,6.0,CRIMINAL TRESPASS,21.0
1,7.0,CRIMINAL TRESPASS,31.0
1,8.0,CRIMINAL TRESPASS,15.0
1,9.0,CRIMINAL TRESPASS,20.0
1,10.0,CRIMINAL TRESPASS,15.0
1,11.0,CRIMINAL TRESPASS,17.0
1,12.0,CRIMINAL TRESPASS,16.0
2,1.0,CRIMINAL TRESPASS,9.0
2,2.0,CRIMINAL TRESPASS,12.0
2,3.0,CRIMINAL TRESPASS,19.0
2,4.0,CRIMINAL TRESPASS,18.0
2,5.0,CRIMINAL TRESPASS,17.0
2,6.0,CRIMINAL TRESPASS,21.0
2,7.0,CRIMINAL TRESPASS,17.0
2,8.0,CRIMINAL TRESPASS,18.0
2,9.0,CRIMINAL TRESPASS,18.0
2,10.0,CRIMINAL TRESPASS,18.0
2,11.0,CRIMINAL TRESPASS,13.0
2,12.0,CRIMINAL TRESPASS,24.0
3,1.0,CRIMINAL TRESPASS,16.0
3,2.0,CRIMINAL TRESPASS,13.0
3,3.0,CRIMINAL TRESPASS,15.0
3,4.0,CRIMINAL TRESPASS,15.0
3,5.0,CRIMINAL TRESPASS,11.0
3,6.0,CRIMINAL TRESPASS,21.0
3,7.0,CRIMINAL TRESPASS,21.0
3,8.0,CRIMINAL TRESPASS,18.0
3,9.0,CRIMINAL TRESPASS,29.0
3,10.0,CRIMINAL TRESPASS,18.0
3,11.0,CRIMINAL TRESPASS,11.0
3,12.0,CRIMINAL TRESPASS,21.0
4,1.0,CRIMINAL TRESPASS,23.0
4,2.0,CRIMINAL TRESPASS,14.0
4,3.0,CRIMINAL TRESPASS,17.0
4,4.0,CRIMINAL TRESPASS,17.0
4,5.0,CRIMINAL TRESPASS,21.0
4,6.0,CRIMINAL TRESPASS,18.0
4,7.0,CRIMINAL TRESPASS,13.0
4,8.0,CRIMINAL TRESPASS,12.0
4,9.0,CRIMINAL TRESPASS,16.0
4,10.0,CRIMINAL TRESPASS,27.0
4,11.0,CRIMINAL TRESPASS,24.0
4,12.0,CRIMINAL TRESPASS,3.0
5,1.0,CRIMINAL TRESPASS,10.0
5,2.0,CRIMINAL TRESPASS,17.0
5,3.0,CRIMINAL TRESPASS,22.0
5,4.0,CRIMINAL TRESPASS,18.0
5,5.0,CRIMINAL TRESPASS,19.0
5,6.0,CRIMINAL TRESPASS,15.0
5,7.0,CRIMINAL TRESPASS,13.0
5,8.0,CRIMINAL TRESPASS,19.0
5,9.0,CRIMINAL TRESPASS,18.0
5,10.0,CRIMINAL TRESPASS,13.0
5,11.0,CRIMINAL TRESPASS,18.0
5,12.0,CRIMINAL TRESPASS,16.0
6,1.0,CRIMINAL TRESPASS,8.0
6,2.0,CRIMINAL TRESPASS,11.0
6,3.0,CRIMINAL TRESPASS,17.0
6,4.0,CRIMINAL TRESPASS,20.0
6,5.0,CRIMINAL TRESPASS,18.0
6,6.0,CRIMINAL TRESPASS,15.0
6,7.0,CRIMINAL TRESPASS,22.0
6,8.0,CRIMINAL TRESPASS,10.0
6,9.0,CRIMINAL TRESPASS,19.0
6,10.0,CRIMINAL TRESPASS,17.0
6,11.0,CRIMINAL TRESPASS,6.0
6,12.0,CRIMINAL TRESPASS,17.0
7,1.0,CRIMINAL TRESPASS,18.0
7,2.0,CRIMINAL TRESPASS,14.0
7,3.0,CRIMINAL TRESPASS,18.0
7,4.0,CRIMINAL TRESPASS,18.0
7,5.0,CRIMINAL TRESPASS,20.0
7,6.0,CRIMINAL TRESPASS,19.0
7,7.0,CRIMINAL TRESPASS,25.0
7,8.0,CRIMINAL TRESPASS,17.0
7,9.0,CRIMINAL TRESPASS,17.0
7,10.0,CRIMINAL TRESPASS,22.0
7,11.0,CRIMINAL TRESPASS,15.0
7,12.0,CRIMINAL TRESPASS,19.0
8,1.0,CRIMINAL TRESPASS,15.0
8,2.0,CRIMINAL TRESPASS,12.0
8,3.0,CRIMINAL TRESPASS,12.0
8,4.0,CRIMINAL TRESPASS,17.0
8,5.0,CRIMINAL TRESPASS,19.0
8,6.0,CRIMINAL TRESPASS,26.0
8,7.0,CRIMINAL TRESPASS,18.0
8,8.0,CRIMINAL TRESPASS,20.0
8,9.0,CRIMINAL TRESPASS,23.0
8,10.0,CRIMINAL TRESPASS,18.0
8,11.0,CRIMINAL TRESPASS,10.0
8,12.0,CRIMINAL TRESPASS,13.0
9,1.0,CRIMINAL TRESPASS,12.0
9,2.0,CRIMINAL TRESPASS,15.0
9,3.0,CRIMINAL TRESPASS,12.0
9,4.0,CRIMINAL TRESPASS,18.0
9,5.0,CRIMINAL TRESPASS,19.0
9,6.0,CRIMINAL TRESPASS,11.0
9,7.0,CRIMINAL TRESPASS,11.0
9,8.0,CRIMINAL TRESPASS,16.0
9,9.0,CRIMINAL TRESPASS,26.0
9,10.0,CRIMINAL TRESPASS,13.0
9,11.0,CRIMINAL TRESPASS,15.0
9,12.0,CRIMINAL TRESPASS,9.0
10,1.0,CRIMINAL TRESPASS,15.0
10,2.0,CRIMINAL TRESPASS,13.0
10,3.0,CRIMINAL TRESPASS,20.0
10,4.0,CRIMINAL TRESPASS,16.0
10,5.0,CRIMINAL TRESPASS,18.0
10,6.0,CRIMINAL TRESPASS,19.0
10,7.0,CRIMINAL TRESPASS,14.0
10,8.0,CRIMINAL TRESPASS,18.0
10,9.0,CRIMINAL TRESPASS,14.0
10,10.0,CRIMINAL TRESPASS,20.0
10,11.0,CRIMINAL TRESPASS,20.0
10,12.0,CRIMINAL TRESPASS,14.0
11,1.0,CRIMINAL TRESPASS,10.0
11,2.0,CRIMINAL TRESPASS,15.0
11,3.0,CRIMINAL TRESPASS,24.0
11,4.0,CRIMINAL TRESPASS,16.0
11,5.0,CRIMINAL TRESPASS,19.0
11,6.0,CRIMINAL TRESPASS,8.0
11,7.0,CRIMINAL TRESPASS,20.0
11,8.0,CRIMINAL TRESPASS,32.0
11,9.0,CRIMINAL TRESPASS,21.0
11,10.0,CRIMINAL TRESPASS,20.0
11,11.0,CRIMINAL TRESPASS,19.0
11,12.0,CRIMINAL TRESPASS,7.0
12,1.0,CRIMINAL TRESPASS,21.0
12,2.0,CRIMINAL TRESPASS,14.0
12,3.0,CRIMINAL TRESPASS,13.0
12,4.0,CRIMINAL TRESPASS,15.0
12,5.0,CRIMINAL TRESPASS,19.0
12,6.0,CRIMINAL TRESPASS,26.0
12,7.0,CRIMINAL TRESPASS,20.0
12,8.0,CRIMINAL TRESPASS,13.0
12,9.0,CRIMINAL TRESPASS,26.0
12,10.0,CRIMINAL TRESPASS,27.0
12,11.0,CRIMINAL TRESPASS,17.0
12,12.0,CRIMINAL TRESPASS,19.0
13,1.0,CRIMINAL TRESPASS,11.0
13,2.0,CRIMINAL TRESPASS,12.0
13,3.0,CRIMINAL TRESPASS,13.0
13,4.0,CRIMINAL TRESPASS,14.0
13,5.0,CRIMINAL TRESPASS,28.0
13,6.0,CRIMINAL TRESPASS,20.0
13,7.0,CRIMINAL TRESPASS,10.0
13,8.0,CRIMINAL TRESPASS,28.0
13,9.0,CRIMINAL TRESPASS,21.0
13,10.0,CRIMINAL TRESPASS,26.0
13,11.0,CRIMINAL TRESPASS,15.0
13,12.0,CRIMINAL TRESPASS,15.0
14,1.0,CRIMINAL TRESPASS,19.0
14,2.0,CRIMINAL TRESPASS,18.0
14,3.0,CRIMINAL TRESPASS,17.0
14,4.0,CRIMINAL TRESPASS,18.0
14,5.0,CRIMINAL TRESPASS,15.0
14,6.0,CRIMINAL TRESPASS,23.0
14,7.0,CRIMINAL TRESPASS,21.0
14,8.0,CRIMINAL TRESPASS,27.0
14,9.0,CRIMINAL TRESPASS,14.0
14,10.0,CRIMINAL TRESPASS,23.0
14,11.0,CRIMINAL TRESPASS,24.0
14,12.0,CRIMINAL TRESPASS,13.0
15,1.0,CRIMINAL TRESPASS,12.0
15,2.0,CRIMINAL TRESPASS,9.0
15,3.0,CRIMINAL TRESPASS,16.0
15,4.0,CRIMINAL TRESPASS,18.0
15,5.0,CRIMINAL TRESPASS,21.0
15,6.0,CRIMINAL TRESPASS,19.0
15,7.0,CRIMINAL TRESPASS,19.0
15,8.0,CRIMINAL TRESPASS,24.0
15,9.0,CRIMINAL TRESPASS,21.0
15,10.0,CRIMINAL TRESPASS,18.0
15,11.0,CRIMINAL TRESPASS,21.0
15,12.0,CRIMINAL TRESPASS,15.0
16,1.0,CRIMINAL TRESPASS,11.0
16,2.0,CRIMINAL TRESPASS,17.0
16,3.0,CRIMINAL TRESPASS,15.0
16,4.0,CRIMINAL TRESPASS,17.0
16,5.0,CRIMINAL TRESPASS,19.0
16,6.0,CRIMINAL TRESPASS,15.0
16,7.0,CRIMINAL TRESPASS,22.0
16,8.0,CRIMINAL TRESPASS,16.0
16,9.0,CRIMINAL TRESPASS,19.0
16,10.0,CRIMINAL TRESPASS,16.0
16,11.0,CRIMINAL TRESPASS,22.0
16,12.0,CRIMINAL TRESPASS,14.0
17,1.0,CRIMINAL TRESPASS,10.0
17,2.0,CRIMINAL TRESPASS,21.0
17,3.0,CRIMINAL TRESPASS,15.0
17,4.0,CRIMINAL TRESPASS,15.0
17,5.0,CRIMINAL TRESPASS,18.0
17,6.0,CRIMINAL TRESPASS,19.0
17,7.0,CRIMINAL TRESPASS,22.0
17,8.0,CRIMINAL TRESPASS,23.0
17,9.0,CRIMINAL TRESPASS,32.0
17,10.0,CRIMINAL TRESPASS,15.0
17,11.0,CRIMINAL TRESPASS,26.0
17,12.0,CRIMINAL TRESPASS,13.0
18,1.0,CRIMINAL TRESPASS,9.0
18,2.0,CRIMINAL TRESPASS,14.0
18,3.0,CRIMINAL TRESPASS,19.0
18,4.0,CRIMINAL TRESPASS,26.0
18,5.0,CRIMINAL TRESPASS,27.0
18,6.0,CRIMINAL TRESPASS,8.0
18,7.0,CRIMINAL TRESPASS,16.0
18,8.0,CRIMINAL TRESPASS,20.0
18,9.0,CRIMINAL TRESPASS,17.0
18,10.0,CRIMINAL TRESPASS,10.0
18,11.0,CRIMINAL TRESPASS,27.0
18,12.0,CRIMINAL TRESPASS,9.0
19,1.0,CRIMINAL TRESPASS,16.0
19,2.0,CRIMINAL TRESPASS,23.0
